source_file,feat_requires_auth,feat_path_depth,feat_is_admin,feat_has_identifier,feat_identifier_count,feat_method_risk,feat_param_count,feat_response_401,feat_sensitive_path,feat_id_position,feat_path_param_ratio,feat_id_and_write,feat_complex_risk,feat_param_name_id_risk,feat_missing_auth_with_id,feat_sibling_endpoint_count,feat_anomaly,label
data/raw/apisguru_flat/api_0752.yaml,0,4,0,0,0,1,1.6094379124341005,1,0,0.0,0.0,0,0,0,0,0,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,4,0,0,0,1,1.6094379124341005,1,1,0.0,0.0,0,0,0,0,0,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,3,0,0,0,1,1.791759469228055,1,0,0.0,0.0,0,0,0,0,1,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,3,0,0,0,2,1.791759469228055,1,0,0.0,0.0,0,0,0,0,1,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,4,0,0,0,1,1.791759469228055,1,0,0.0,0.0,0,0,0,0,1,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,4,0,0,0,2,1.791759469228055,1,0,0.0,0.0,0,0,0,0,1,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,3,0,1,1,1,1.791759469228055,1,0,0.6666666666666666,0.2,0,0,1,1,0,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,3,0,0,0,1,1.6094379124341005,1,0,0.0,0.0,0,0,0,0,0,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,4,0,0,0,1,1.6094379124341005,1,0,0.0,0.0,0,0,0,0,0,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,4,0,0,0,1,1.6094379124341005,1,1,0.0,0.0,0,0,0,0,0,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,3,0,0,0,1,1.791759469228055,1,0,0.0,0.0,0,0,0,0,1,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,3,0,0,0,2,1.791759469228055,1,0,0.0,0.0,0,0,0,0,1,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,4,0,0,0,1,1.791759469228055,1,0,0.0,0.0,0,0,0,0,1,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,4,0,0,0,2,1.791759469228055,1,0,0.0,0.0,0,0,0,0,1,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,3,0,1,1,1,1.791759469228055,1,0,0.6666666666666666,0.2,0,0,1,1,0,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,3,0,0,0,1,1.6094379124341005,1,0,0.0,0.0,0,0,0,0,0,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,4,0,0,0,1,1.6094379124341005,1,0,0.0,0.0,0,0,0,0,0,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,4,0,0,0,1,1.6094379124341005,1,1,0.0,0.0,0,0,0,0,0,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,3,0,0,0,1,1.791759469228055,1,0,0.0,0.0,0,0,0,0,1,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,3,0,0,0,2,1.791759469228055,1,0,0.0,0.0,0,0,0,0,1,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,4,0,0,0,1,1.791759469228055,1,0,0.0,0.0,0,0,0,0,1,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,4,0,0,0,2,1.791759469228055,1,0,0.0,0.0,0,0,0,0,1,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,3,0,1,1,1,1.791759469228055,1,0,0.6666666666666666,0.2,0,0,1,1,0,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,2,0,0,0,3,1.791759469228055,1,0,0.0,0.0,0,0,0,0,10,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,2,0,0,0,2,1.791759469228055,1,0,0.0,0.0,0,0,0,0,10,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,2,0,0,0,3,1.791759469228055,1,0,0.0,0.0,0,0,0,0,10,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,3,0,0,0,1,1.6094379124341005,1,0,0.0,0.0,0,0,0,0,0,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,4,0,0,0,1,1.6094379124341005,1,0,0.0,0.0,0,0,0,0,0,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,4,0,0,0,1,1.6094379124341005,1,1,0.0,0.0,0,0,0,0,0,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,3,0,0,0,1,1.791759469228055,1,0,0.0,0.0,0,0,0,0,1,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,3,0,0,0,2,1.791759469228055,1,0,0.0,0.0,0,0,0,0,1,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,4,0,0,0,1,1.791759469228055,1,0,0.0,0.0,0,0,0,0,1,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,4,0,0,0,2,1.791759469228055,1,0,0.0,0.0,0,0,0,0,1,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,3,0,1,1,3,1.791759469228055,1,0,0.6666666666666666,0.2,1,0,1,1,10,0.0,1
data/raw/apisguru_flat/api_0752.yaml,0,3,0,1,1,1,1.791759469228055,1,0,0.6666666666666666,0.2,0,0,1,1,10,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,4,0,1,1,1,1.791759469228055,1,0,0.5,0.2,0,0,1,1,1,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,4,0,1,1,2,1.9459101490553132,1,0,0.5,0.1666666666666666,1,0,1,1,1,0.0,1
data/raw/apisguru_flat/api_0752.yaml,0,5,0,1,1,1,1.791759469228055,1,0,0.4,0.2,0,0,1,1,0,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,6,0,1,1,1,1.791759469228055,1,0,0.3333333333333333,0.2,0,0,1,1,0,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,6,0,1,1,1,1.791759469228055,1,1,0.3333333333333333,0.2,0,1,1,1,0,0.0,1
data/raw/apisguru_flat/api_0752.yaml,0,5,0,1,2,3,1.9459101490553132,1,0,0.4,0.3333333333333333,1,0,2,1,10,0.0,1
data/raw/apisguru_flat/api_0752.yaml,0,5,0,1,2,1,1.9459101490553132,1,0,0.4,0.3333333333333333,0,0,2,1,10,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,4,0,1,1,1,1.791759469228055,1,0,0.5,0.2,0,0,1,1,3,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,4,0,1,1,3,1.9459101490553132,1,0,0.5,0.1666666666666666,1,0,1,1,3,0.0,1
data/raw/apisguru_flat/api_0752.yaml,0,4,0,1,1,2,1.9459101490553132,1,0,0.5,0.1666666666666666,1,0,1,1,3,0.0,1
data/raw/apisguru_flat/api_0752.yaml,0,4,0,1,1,3,1.9459101490553132,1,0,0.5,0.1666666666666666,1,0,1,1,3,0.0,1
data/raw/apisguru_flat/api_0752.yaml,0,5,0,1,1,1,1.791759469228055,1,0,0.4,0.2,0,0,1,1,0,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,6,0,1,1,1,1.791759469228055,1,0,0.3333333333333333,0.2,0,0,1,1,0,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,6,0,1,1,1,1.791759469228055,1,1,0.3333333333333333,0.2,0,1,1,1,0,0.0,1
data/raw/apisguru_flat/api_0752.yaml,0,5,0,1,2,3,1.9459101490553132,1,0,0.4,0.3333333333333333,1,0,2,1,10,0.0,1
data/raw/apisguru_flat/api_0752.yaml,0,5,0,1,2,1,1.9459101490553132,1,0,0.4,0.3333333333333333,0,0,2,1,10,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,4,0,1,1,1,1.791759469228055,1,0,0.5,0.2,0,0,1,1,3,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,4,0,1,1,3,1.9459101490553132,1,0,0.5,0.1666666666666666,1,0,1,1,3,0.0,1
data/raw/apisguru_flat/api_0752.yaml,0,4,0,1,1,2,1.9459101490553132,1,0,0.5,0.1666666666666666,1,0,1,1,3,0.0,1
data/raw/apisguru_flat/api_0752.yaml,0,4,0,1,1,3,1.9459101490553132,1,0,0.5,0.1666666666666666,1,0,1,1,3,0.0,1
data/raw/apisguru_flat/api_0752.yaml,0,5,0,1,1,1,1.791759469228055,1,0,0.4,0.2,0,0,1,1,0,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,6,0,1,1,1,1.791759469228055,1,0,0.3333333333333333,0.2,0,0,1,1,0,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,6,0,1,1,1,1.791759469228055,1,1,0.3333333333333333,0.2,0,1,1,1,0,0.0,1
data/raw/apisguru_flat/api_0752.yaml,0,5,0,1,2,3,1.9459101490553132,1,0,0.4,0.3333333333333333,1,0,2,1,10,0.0,1
data/raw/apisguru_flat/api_0752.yaml,0,5,0,1,2,1,1.9459101490553132,1,0,0.4,0.3333333333333333,0,0,2,1,10,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,2,0,0,0,2,1.791759469228055,1,0,0.0,0.0,0,0,0,0,14,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,2,0,0,0,3,1.791759469228055,1,0,0.0,0.0,0,0,0,0,14,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,3,0,0,0,1,1.6094379124341005,1,0,0.0,0.0,0,0,0,0,0,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,4,0,0,0,1,1.6094379124341005,1,0,0.0,0.0,0,0,0,0,0,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,4,0,0,0,1,1.6094379124341005,1,1,0.0,0.0,0,0,0,0,0,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,3,0,0,0,1,1.791759469228055,1,0,0.0,0.0,0,0,0,0,1,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,3,0,0,0,2,1.791759469228055,1,0,0.0,0.0,0,0,0,0,1,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,4,0,0,0,1,1.791759469228055,1,0,0.0,0.0,0,0,0,0,1,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,4,0,0,0,2,1.791759469228055,1,0,0.0,0.0,0,0,0,0,1,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,3,0,1,1,1,1.791759469228055,1,0,0.6666666666666666,0.2,0,0,1,1,14,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,4,0,1,1,1,1.791759469228055,1,0,0.5,0.2,0,0,1,1,1,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,4,0,1,1,2,1.9459101490553132,1,0,0.5,0.1666666666666666,1,0,1,1,1,0.0,1
data/raw/apisguru_flat/api_0752.yaml,0,5,0,1,2,3,1.9459101490553132,1,0,0.4,0.3333333333333333,1,0,2,1,14,0.0,1
data/raw/apisguru_flat/api_0752.yaml,0,5,0,1,2,1,1.9459101490553132,1,0,0.4,0.3333333333333333,0,0,2,1,14,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,4,0,1,1,1,1.791759469228055,1,0,0.5,0.2,0,0,1,1,3,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,4,0,1,1,3,1.9459101490553132,1,0,0.5,0.1666666666666666,1,0,1,1,3,0.0,1
data/raw/apisguru_flat/api_0752.yaml,0,4,0,1,1,2,1.9459101490553132,1,0,0.5,0.1666666666666666,1,0,1,1,3,0.0,1
data/raw/apisguru_flat/api_0752.yaml,0,4,0,1,1,3,1.9459101490553132,1,0,0.5,0.1666666666666666,1,0,1,1,3,0.0,1
data/raw/apisguru_flat/api_0752.yaml,0,5,0,1,1,1,1.791759469228055,1,0,0.4,0.2,0,0,1,1,0,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,6,0,1,1,1,1.791759469228055,1,0,0.3333333333333333,0.2,0,0,1,1,0,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,6,0,1,1,1,1.791759469228055,1,1,0.3333333333333333,0.2,0,1,1,1,0,0.0,1
data/raw/apisguru_flat/api_0752.yaml,0,5,0,1,2,3,1.9459101490553132,1,0,0.4,0.3333333333333333,1,0,2,1,14,0.0,1
data/raw/apisguru_flat/api_0752.yaml,0,4,0,1,1,1,1.791759469228055,1,0,0.5,0.2,0,0,1,1,0,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,5,0,1,1,1,1.791759469228055,1,0,0.4,0.2,0,0,1,1,0,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,6,0,1,1,1,1.791759469228055,1,0,0.3333333333333333,0.2,0,0,1,1,0,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,6,0,1,1,1,1.791759469228055,1,1,0.3333333333333333,0.2,0,1,1,1,0,0.0,1
data/raw/apisguru_flat/api_0752.yaml,0,5,0,1,2,3,1.9459101490553132,1,0,0.4,0.3333333333333333,1,0,2,1,14,0.0,1
data/raw/apisguru_flat/api_0752.yaml,0,5,0,1,2,1,1.9459101490553132,1,0,0.4,0.3333333333333333,0,0,2,1,14,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,4,0,1,1,1,1.791759469228055,1,0,0.5,0.2,0,0,1,1,3,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,4,0,1,1,3,1.9459101490553132,1,0,0.5,0.1666666666666666,1,0,1,1,3,0.0,1
data/raw/apisguru_flat/api_0752.yaml,0,4,0,1,1,2,1.9459101490553132,1,0,0.5,0.1666666666666666,1,0,1,1,3,0.0,1
data/raw/apisguru_flat/api_0752.yaml,0,4,0,1,1,3,1.9459101490553132,1,0,0.5,0.1666666666666666,1,0,1,1,3,0.0,1
data/raw/apisguru_flat/api_0752.yaml,0,5,0,1,1,1,1.791759469228055,1,0,0.4,0.2,0,0,1,1,0,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,6,0,1,1,1,1.791759469228055,1,0,0.3333333333333333,0.2,0,0,1,1,0,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,6,0,1,1,1,1.791759469228055,1,1,0.3333333333333333,0.2,0,1,1,1,0,0.0,1
data/raw/apisguru_flat/api_0752.yaml,0,5,0,1,2,1,1.9459101490553132,1,0,0.4,0.3333333333333333,0,0,2,1,14,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,4,0,1,1,1,1.791759469228055,1,0,0.5,0.2,0,0,1,1,1,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,4,0,1,1,2,1.9459101490553132,1,0,0.5,0.1666666666666666,1,0,1,1,1,0.0,1
data/raw/apisguru_flat/api_0752.yaml,0,5,0,1,1,1,1.791759469228055,1,0,0.4,0.2,0,0,1,1,0,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,6,0,1,1,1,1.791759469228055,1,0,0.3333333333333333,0.2,0,0,1,1,0,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,6,0,1,1,1,1.791759469228055,1,1,0.3333333333333333,0.2,0,1,1,1,0,0.0,1
data/raw/apisguru_flat/api_0752.yaml,0,5,0,1,2,3,1.9459101490553132,1,0,0.4,0.3333333333333333,1,0,2,1,14,0.0,1
data/raw/apisguru_flat/api_0752.yaml,0,5,0,1,2,1,1.9459101490553132,1,0,0.4,0.3333333333333333,0,0,2,1,14,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,4,0,1,1,1,1.791759469228055,1,0,0.5,0.2,0,0,1,1,0,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,5,0,1,1,1,1.791759469228055,1,0,0.4,0.2,0,0,1,1,0,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,6,0,1,1,1,1.791759469228055,1,0,0.3333333333333333,0.2,0,0,1,1,0,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,6,0,1,1,1,1.791759469228055,1,1,0.3333333333333333,0.2,0,1,1,1,0,0.0,1
data/raw/apisguru_flat/api_0752.yaml,0,5,0,1,2,3,1.9459101490553132,1,0,0.4,0.3333333333333333,1,0,2,1,14,0.0,1
data/raw/apisguru_flat/api_0752.yaml,0,5,0,1,2,1,1.9459101490553132,1,0,0.4,0.3333333333333333,0,0,2,1,14,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,3,0,0,0,1,1.6094379124341005,1,0,0.0,0.0,0,0,0,0,0,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,4,0,0,0,1,1.6094379124341005,1,0,0.0,0.0,0,0,0,0,0,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,4,0,0,0,1,1.6094379124341005,1,1,0.0,0.0,0,0,0,0,0,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,3,0,0,0,1,1.791759469228055,1,0,0.0,0.0,0,0,0,0,1,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,3,0,0,0,2,1.791759469228055,1,0,0.0,0.0,0,0,0,0,1,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,4,0,0,0,1,1.791759469228055,1,0,0.0,0.0,0,0,0,0,1,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,4,0,0,0,2,1.791759469228055,1,0,0.0,0.0,0,0,0,0,1,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,3,0,1,1,1,1.791759469228055,1,0,0.6666666666666666,0.2,0,0,1,1,0,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,3,0,0,0,1,1.6094379124341005,1,0,0.0,0.0,0,0,0,0,0,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,4,0,0,0,1,1.6094379124341005,1,0,0.0,0.0,0,0,0,0,0,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,4,0,0,0,1,1.6094379124341005,1,1,0.0,0.0,0,0,0,0,0,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,3,0,0,0,1,1.791759469228055,1,0,0.0,0.0,0,0,0,0,1,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,3,0,0,0,2,1.791759469228055,1,0,0.0,0.0,0,0,0,0,1,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,4,0,0,0,1,1.791759469228055,1,0,0.0,0.0,0,0,0,0,1,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,4,0,0,0,2,1.791759469228055,1,0,0.0,0.0,0,0,0,0,1,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,3,0,1,1,1,1.791759469228055,1,0,0.6666666666666666,0.2,0,0,1,1,0,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,2,0,0,0,3,1.791759469228055,1,0,0.0,0.0,0,0,0,0,6,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,2,0,0,0,2,1.791759469228055,1,0,0.0,0.0,0,0,0,0,6,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,2,0,0,0,3,1.791759469228055,1,0,0.0,0.0,0,0,0,0,6,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,3,0,0,0,1,1.6094379124341005,1,0,0.0,0.0,0,0,0,0,0,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,4,0,0,0,1,1.6094379124341005,1,0,0.0,0.0,0,0,0,0,0,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,4,0,0,0,1,1.6094379124341005,1,1,0.0,0.0,0,0,0,0,0,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,3,0,0,0,1,1.791759469228055,1,0,0.0,0.0,0,0,0,0,1,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,3,0,0,0,2,1.791759469228055,1,0,0.0,0.0,0,0,0,0,1,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,4,0,0,0,1,1.791759469228055,1,0,0.0,0.0,0,0,0,0,1,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,4,0,0,0,2,1.791759469228055,1,0,0.0,0.0,0,0,0,0,1,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,3,0,1,1,3,1.791759469228055,1,0,0.6666666666666666,0.2,1,0,1,1,6,0.0,1
data/raw/apisguru_flat/api_0752.yaml,0,3,0,1,1,1,1.791759469228055,1,0,0.6666666666666666,0.2,0,0,1,1,6,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,4,0,1,1,1,1.791759469228055,1,0,0.5,0.2,0,0,1,1,1,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,4,0,1,1,2,1.9459101490553132,1,0,0.5,0.1666666666666666,1,0,1,1,1,0.0,1
data/raw/apisguru_flat/api_0752.yaml,0,5,0,1,1,1,1.791759469228055,1,0,0.4,0.2,0,0,1,1,0,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,6,0,1,1,1,1.791759469228055,1,0,0.3333333333333333,0.2,0,0,1,1,0,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,6,0,1,1,1,1.791759469228055,1,1,0.3333333333333333,0.2,0,1,1,1,0,0.0,1
data/raw/apisguru_flat/api_0752.yaml,0,5,0,1,2,3,1.9459101490553132,1,0,0.4,0.3333333333333333,1,0,2,1,6,0.0,1
data/raw/apisguru_flat/api_0752.yaml,0,5,0,1,2,1,1.9459101490553132,1,0,0.4,0.3333333333333333,0,0,2,1,6,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,3,0,0,0,1,1.6094379124341005,1,0,0.0,0.0,0,0,0,0,0,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,4,0,0,0,1,1.6094379124341005,1,0,0.0,0.0,0,0,0,0,0,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,4,0,0,0,1,1.6094379124341005,1,1,0.0,0.0,0,0,0,0,0,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,3,0,0,0,1,1.791759469228055,1,0,0.0,0.0,0,0,0,0,1,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,3,0,0,0,2,1.791759469228055,1,0,0.0,0.0,0,0,0,0,1,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,4,0,0,0,1,1.791759469228055,1,0,0.0,0.0,0,0,0,0,1,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,4,0,0,0,2,1.791759469228055,1,0,0.0,0.0,0,0,0,0,1,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,3,0,1,1,1,1.791759469228055,1,0,0.6666666666666666,0.2,0,0,1,1,0,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,3,0,0,0,1,1.6094379124341005,1,0,0.0,0.0,0,0,0,0,0,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,4,0,0,0,1,1.6094379124341005,1,0,0.0,0.0,0,0,0,0,0,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,4,0,0,0,1,1.6094379124341005,1,1,0.0,0.0,0,0,0,0,0,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,3,0,0,0,1,1.791759469228055,1,0,0.0,0.0,0,0,0,0,1,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,3,0,0,0,2,1.791759469228055,1,0,0.0,0.0,0,0,0,0,1,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,4,0,0,0,1,1.791759469228055,1,0,0.0,0.0,0,0,0,0,1,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,4,0,0,0,2,1.791759469228055,1,0,0.0,0.0,0,0,0,0,1,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,3,0,1,1,1,1.791759469228055,1,0,0.6666666666666666,0.2,0,0,1,1,0,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,3,0,0,0,1,1.6094379124341005,1,0,0.0,0.0,0,0,0,0,0,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,4,0,0,0,1,1.6094379124341005,1,0,0.0,0.0,0,0,0,0,0,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,4,0,0,0,1,1.6094379124341005,1,1,0.0,0.0,0,0,0,0,0,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,3,0,0,0,1,1.791759469228055,1,0,0.0,0.0,0,0,0,0,1,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,3,0,0,0,2,1.791759469228055,1,0,0.0,0.0,0,0,0,0,1,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,4,0,0,0,1,1.791759469228055,1,0,0.0,0.0,0,0,0,0,1,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,4,0,0,0,2,1.791759469228055,1,0,0.0,0.0,0,0,0,0,1,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,3,0,1,1,1,1.791759469228055,1,0,0.6666666666666666,0.2,0,0,1,1,0,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,2,0,0,0,3,1.791759469228055,1,0,0.0,0.0,0,0,0,0,10,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,2,0,0,0,2,1.791759469228055,1,0,0.0,0.0,0,0,0,0,10,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,2,0,0,0,3,1.791759469228055,1,0,0.0,0.0,0,0,0,0,10,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,3,0,0,0,1,1.6094379124341005,1,0,0.0,0.0,0,0,0,0,0,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,4,0,0,0,1,1.6094379124341005,1,0,0.0,0.0,0,0,0,0,0,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,4,0,0,0,1,1.6094379124341005,1,1,0.0,0.0,0,0,0,0,0,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,3,0,0,0,1,1.791759469228055,1,0,0.0,0.0,0,0,0,0,1,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,3,0,0,0,2,1.791759469228055,1,0,0.0,0.0,0,0,0,0,1,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,4,0,0,0,1,1.791759469228055,1,0,0.0,0.0,0,0,0,0,1,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,4,0,0,0,2,1.791759469228055,1,0,0.0,0.0,0,0,0,0,1,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,3,0,1,1,3,1.791759469228055,1,0,0.6666666666666666,0.2,1,0,1,1,10,0.0,1
data/raw/apisguru_flat/api_0752.yaml,0,3,0,1,1,1,1.791759469228055,1,0,0.6666666666666666,0.2,0,0,1,1,10,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,4,0,1,1,1,1.791759469228055,1,0,0.5,0.2,0,0,1,1,1,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,4,0,1,1,2,1.9459101490553132,1,0,0.5,0.1666666666666666,1,0,1,1,1,0.0,1
data/raw/apisguru_flat/api_0752.yaml,0,5,0,1,1,1,1.791759469228055,1,0,0.4,0.2,0,0,1,1,0,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,6,0,1,1,1,1.791759469228055,1,0,0.3333333333333333,0.2,0,0,1,1,0,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,5,0,1,2,3,1.9459101490553132,1,0,0.4,0.3333333333333333,1,0,2,1,10,0.0,1
data/raw/apisguru_flat/api_0752.yaml,0,5,0,1,2,1,1.9459101490553132,1,0,0.4,0.3333333333333333,0,0,2,1,10,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,4,0,1,1,1,1.791759469228055,1,0,0.5,0.2,0,0,1,1,3,0.0,0
data/raw/apisguru_flat/api_0752.yaml,0,4,0,1,1,3,1.9459101490553132,1,0,0.5,0.1666666666666666,1,0,1,1,3,0.0,1
data/raw/apisguru_flat/api_0752.yaml,0,4,0,1,1,2,1.9459101490553132,1,0,0.5,0.1666666666666666,1,0,1,1,3,0.0,1
data/raw/apisguru_flat/api_0752.yaml,0,4,0,1,1,3,1.9459101490553132,1,0,0.5,0.1666666666666666,1,0,1,1,3,0.0,1
data/raw/apisguru_flat/api_0752.yaml,0,5,0,1,1,1,1.791759469228055,1,0,0.4,0.2,0,0,1,1,0,0.0,0
